book	id	star	time	likenum	body
天才在左 疯子在右	vale-C	allstar40	2010-04-12	0	初看非常的吸引人，然后越看越觉得自己就是个精神病患者。幸好作者后来注明了（应该）有一半的故事不是真实的。佩服作者如《科幻世界》般的无穷想象力之外，我于是释然了~~建议每天阅读几小篇，挺好玩的~~
天才在左 疯子在右	sophie-z	allstar50	2011-03-03	0	精神病人的世界
天才在左 疯子在右	3669053	allstar50	2011-03-10	1	思维连贯性强的精神病人倾向于质疑社会的延续稳定态结构,没有对常人世界观共有部分,依存于独立完美的封闭中...这种偏执但是完整的世界观麻雀虽小，五脏俱全，只不过感受和表达方式不同于常人所以被社会排斥。但是我敢拍着胸脯说，比起那些满脑子事业结婚生娃忙忙碌碌的常人来说，他们的世界是如此精彩纷呈...虽然有些抱着不被周围人理解的痛苦，但是痛苦不正是一个人清醒活在世上的证明么——众人皆醉你独醒，代价很平等。
天才在左 疯子在右	MarsAttack	allstar20	2011-11-04	1	事实上此书只看了一半，网上翻阅各篇章的时候我产生了一种强烈但微妙感觉，而这种感觉又直接作用于我的判断，可一直说不清是什么。后来通过吸收观点和实际讨论，我的“感觉”（Ne）逐渐转化成了实在的思路。其实很简单，也就是事实上“想象”和“现实”并不矛盾，它们是最好的搭档，最好的天才必须同时拥有它们两者，缺一不可。如果只肯定“想象”而否定“现实”，那就会偏执（严重就是疯掉）；如果只肯定“现实”而否定“想象”，那就是庸俗（为了活着而活着而毫无建树）。然后便觉得此书没有面面俱到的价值了（无论是故事的真实性或特异性），倒是对作者（如果此作者不也是杜撰的话）的真实身份有些兴趣。顺便将对这位“作者”的吐槽总结成一句话：他宛若一枚懂得自我修复的处女，每一次都是他的第一次，永远那么生涩疼痛又美妙。
天才在左 疯子在右	loverwenzi22	allstar50	2013-11-21	0	还真是挺有意思的~
天才在左 疯子在右	WOBAA	allstar40	2015-08-14	2	奇葩人新鲜事，作为正常人的作者和我们完全是被这群高智商神经病调戏和羞辱的对象，看完此书我感    觉自己是智商偏低的精神病患者，实在是太可怜了。
天才在左 疯子在右	post-rocker	allstar40	2011-11-15	0	挺有意思的，有些观点和我不谋而合啊。
天才在左 疯子在右	wangxiaoerhehe	allstar40	2012-07-05	2	精神病人欢乐多~
天才在左 疯子在右	27676222	allstar10	2013-12-30	1	作为随想笔记是有亮点的，但打着纪实的旗号出来惑众就是它的不对了
天才在左 疯子在右	cristinafaye	allstar50	2012-03-25	0	天才和疯子只在一线之间
天才在左 疯子在右	riririri	allstar50	2010-04-11	0	好看
天才在左 疯子在右	54578363	allstar50	2011-11-26	1	时间不是流逝的，流逝的是我们。
天才在左 疯子在右	47631056	allstar40	2014-02-14	2	这本为普通人准备的理解天才的地铁书，居然评分如此之高，我也不得不为这种苏菲的世界的普及精神而打上四星。毕竟研究不力，鱼龙混杂，已颇堪忧，而畅销成功，学术思想如此不为常人所理会，功利与资本更覆压一切，说句公道话，此类具有水准的科普书籍，十分要紧！减一分只为无法承受这文笔之粗俗，自大地不把所有读者当精神病看，你以为世上都是普通人不成？anyway...玛雅三维符号文明，量子物理学，果冻世界，时空旅行者乃至撒旦等篇都是启发颇深，诱人循循啊。从人文延续到经济，从经济延续到社会结构，从社会结构延续到政治，从政治延续到宗教，从宗教延续到哲学，从哲学延续到心理学，从心理学延续到医学……你还真是Jack of everything啊！光看你凑字数的能力就知你的底子多薄弱，好奇有多强了，情人节陪你玩完，欣慰吧
天才在左 疯子在右	ourzuoer	allstar50	2011-05-22	1	夜晚属于精神病~
天才在左 疯子在右	sukiss	allstar40	2015-08-04	1	我相信里面有很多严密的逻辑如同小说，我相信它不是单纯的记录。但是里面有一些话语却让我无可反驳。时间不是流逝的，流逝的是我们。只有面对邪恶的时候，高尚的那一面才会被激发。
天才在左 疯子在右	chazong	none	2012-03-09	0	不带任何主观意识不是超脱 只是淡漠 境界还差得远 想看到真正的世界 要用天的眼睛去看天 用云的眼睛去看云 用花草树木的眼睛去看花草树木 用人的眼睛去看人
天才在左 疯子在右	2364578	allstar30	2014-04-28	1	时间不是流逝的，流逝的是我们自己。瞬间就是永恒。
天才在左 疯子在右	elact	allstar40	2016-09-19	1	这里头有些所谓疯子的心得，比如那个宇宙是果冻的说法，很像禅宗顿悟后的心得啊！只不过禅宗那帮大师不说出来而已。
天才在左 疯子在右	58773122	allstar30	2014-10-13	1	当小说来看真的很不错啊有几篇的确挺共鸣的，但是冲着封面上“访谈纪实”的噱头必须扣分
天才在左 疯子在右	roadfinder	allstar40	2015-10-23	1	也许，我要成为天才，得先把自己逼疯
天才在左 疯子在右	abaobao	allstar40	2012-08-27	1	这年头不得点精神病，出门都不好意思跟人打招呼。
天才在左 疯子在右	daiwujun	allstar50	2010-08-19	1	读完了才发现原来自己病的不轻
天才在左 疯子在右	HMWR	allstar50	2010-12-01	1	懒惰的天才，勤奋的疯子
天才在左 疯子在右	145491130	allstar40	2017-02-25	4	看的时候一度怀疑人生……挺毁三观的。可能每个人心里都有一个自己的世界吧。
天才在左 疯子在右	71622967	allstar40	2015-09-24	1	随着篇幅的进度，心情复杂的变化着。题材新颖，自己被影响的程度超过了以往任何阅读，不能单一武断的说这本书的价值，但对于对物理、哲学、心理学，认知较为肤浅的人来说，一定是一步到位的拓展，和对自己早就既定的思维方式的颠覆和挑战。也因为一些戏剧化的语言和情节恐惧不安，但结尾作者给出了“若人生只如初见”，拥抱未知，接纳异己，不也是真善美和包容所在么
天才在左 疯子在右	yaohuadong	allstar40	2016-10-07	1	很好读的一本书，有几个故事脑洞很好，未到科普的程度，但会在某种程度上让读者对几个领域的知识发生兴趣，进而去扩展阅读。看到评论里有人因为差点被这本书改变了世界观，而怒打一星，觉得这个故事应该增补进这本书里。
天才在左 疯子在右	10350637	allstar50	2011-06-08	1	这本书是在TY看到的。之后还是自己买了一本回来看。我觉得它是我读过的所有书中最有趣的之一！对于书里的很多内容我不置可否，但我很喜欢这本书给我呈现的一些想法。离奇有趣，最重要的是未知。
天才在左 疯子在右	fomalhaut	allstar50	2011-07-04	0	认为石头也是有生命的，因为其生命太漫长因此对周围相对“死得太快”的生物们没有感知，如同人类对于那些一秒钟内完成生死的物种会忽略一样； 认为统治世界的生物是细菌，任何文明只要没有影响它们的存在，它们就无动于衷，而当威胁到它们时，它们就会灭掉对方。当年的恐龙可能就是细菌消灭的；...... 　　对于每一种世界观、价值观，患者都有一套完整的逻辑来阐明与解释，初听时令人惊愕，解释之后却会觉得有道理，甚至会动摇自己原本的观念。每一篇看下去都深深震撼，我觉得我看完整本整个人价值观都会被土崩瓦解了，到底什么才是世界
天才在左 疯子在右	LJseven	allstar40	2015-06-03	0	看完有点害pia，赶紧看看别的缓缓。
天才在左 疯子在右	pinkywawa	allstar50	2012-04-20	0	真好看真好看真好看真好看真好看真好看
天才在左 疯子在右	lxk90	allstar40	2014-01-28	1	怎么感觉精神病都是哲学家科学家呢····
天才在左 疯子在右	socratesv	allstar50	2012-02-02	0	貌似是高二时候读的，真的很棒：）好吧我真心觉得那些精神病人的视角纯净又神奇，好几篇看了要落泪。单纯的力量真的无与伦比。
天才在左 疯子在右	Thomas.Xie	none	2014-04-01	0	:I253.7/0287
天才在左 疯子在右	djj	allstar40	2016-02-03	0	看过一半吧，感觉前面还好，后面就不想看了。
天才在左 疯子在右	butterking	allstar40	2014-04-21	0	当明白了基督福音后，才完全清晰他们述说的世界观。一切问题都是起源于“绕开创造主解释世界”。我也为作者祷告保守他的心，真是辛苦他了，在这么多错误的世界观里打转这么久。
天才在左 疯子在右	missleftonly	allstar50	2012-02-17	0	人生若只如初见。但会比初见时更虔诚。
天才在左 疯子在右	girlpower	allstar40	2011-06-16	0	精神病人思维广，看来是个真理，很有趣的一本书
天才在左 疯子在右	ping1029	allstar30	2011-08-08	0	《孤独的守望者》描述的那种孤独感让我难受了好一阵，有过好些次类似的梦境，梦中袭来的那种孤独感在你醒来后同样深刻。全书虚构成分过多，当故事看罢。恩，我爱精神病人，好久了。
天才在左 疯子在右	sugarkaka214	allstar40	2012-08-08	0	也许天才和疯子仅有一念之隔。
天才在左 疯子在右	HiBye	allstar40	2013-09-27	0	很久很久前再书店翻过，觉得是人文纪实就随便看了看，后来这书在心理学组一再被推荐心理学书籍。。还以为是我水平不高、读的不细，买本重读一遍，NM这真的是人文纪实。。。不过这却是是用心写的书，也让大多数人知道了，其实精神病人比普通人往往更有脑子，更动脑子~~
天才在左 疯子在右	merrymary	none	2014-05-23	0	看很多人推荐这本书,我看的就是连载形式的.跟论坛上的发帖一种感觉.这本书对于纯文科生来讲,其实有很多故事情节看得有点费劲.不扯物理哲学的我都爱看,像第一个小故事就有点吸引人.扯了量子力学(还好几个)还扯到相对论那种的真是痛苦了,尤其是果冻的世界还分为上下两篇,如果我被那女人传教,一定是被这套理论给折腾疯的!相对的只是想法有点猎奇的(比如说可怕的人脸,比如说那个护士主任的外星人经历,就觉得很好看)...虽说一开始就明白书里的设定是精神病人,可是大多数人,逻辑思维比我强悍得多了.
天才在左 疯子在右	65018246	allstar40	2013-02-08	1	我是初中最爱噱头和不切实际东西的时候看的，觉得还是蛮有意思的，就是看猎奇的，不要当真，认真你就输了，评论里一群较真的，访谈也是创作的一部分，你比作者还傻
天才在左 疯子在右	cheeeeer	allstar40	2012-02-25	0	看起来感觉不怎么样……胜在内容够好
天才在左 疯子在右	kqkqkqk	allstar30	2015-12-18	1	作者作为心理学爱好者能不能稍微上点课再写书啊，整天故弄玄虚。
天才在左 疯子在右	SKIN69-L	allstar20	2013-07-05	0	虽然设计得跟「在火车站可以买到的十块钱一本」的书一样 但是内容给人耳目一新的感觉 读了前面几章节很震撼之后有点审美疲劳 扯到量子物理的部份不自覺地會跳躍著看沒什麼興趣因為太深奧了 結尾處又文藝逼憋出一句【人生若只如初見】實在是大打折扣
